Source,Text,Class
kubernetes,but: i can make many deplyoments in on yaml-file right?,NL
kubernetes,How did you install?,NL
kubernetes,"RUN [chown, -R, daemon:daemon, /app/session, /app/common]",CODE
kubernetes,easiest to just kubectl drain <node>,NL
kubernetes,https://engineering.bitnami.com/articles/a-deep-dive-into-kubernetes-controllers.html is also a good post on this.,NL_CODE
kubernetes,- image:,CODE
kubernetes,serviceName: nginx-service-ingress-https,CODE
kubernetes,"Warning FailedScheduling No nodes are available that match all of the predicates: MatchNodeSelector (4), PodToleratesNodeTaints (3).",LOG
kubernetes,ahaha good to know,NL
kubernetes,as @erasmus74 said it looks like a sticky session. don't think overlay plays here. incognito has sessions as well,NL
kubernetes,This is your another problem,NL
kubernetes,Yes,NL
kubernetes,"If you are trying connect in your postgres server from another pod, using the DNS name should work. I mean, considering this environment sample: Pod A: Application POD Pod B: Postgres pod Service: Postgres service which has pgmaster.default.svc.cluster.local as DNS name If you Pod A uses I don't know, Java, for example",NL
kubernetes,"have a little Problem with kube lego, on one domain working without problems, on others not. any ideas how to troubelshoot?",NL
kubernetes,"so, while i just let everyone use their own clusters via. GKE",NL
kubernetes,@ezekiel thanks!,NL
kubernetes,"and yes, set up propper out of resource handling etc",NL
kubernetes,#NAME?,CODE
kubernetes,"Yeah, I believe so. Are you not running a network overlay?",NL
kubernetes,I don't know. I have not tried it myself.,NL
kubernetes,kubectl get persistentvolumes -n X,CODE
kubernetes,#NAME?,CODE
kubernetes,"@heckj , sorry I don't know. Haven't really tried that.",NL
kubernetes,events {,CODE
kubernetes,ERROR: logging before flag.Parse: I1026 21:33:17.410080 1 dnsprobe.go:75] Starting dnsProbe {Label:dnsmasq Server:127.0.0.1:53 Name:kubernetes.default.svc.cluster.local. Interval:5s Type:1},LOG
kubernetes,which os your using ?,NL
kubernetes,I mean what you have to do is point your k8s CLI to your cluster...I only know the way on my cloud which is bluemix and I do that with a command bx cx cluster-config <clusterID once I do that it gives me an export path,NL_CODE
kubernetes,"thanks, sounds like a neat solution",NL
kubernetes,Ha weird,NL
kubernetes,"The cluster IP is attributed by kubernetes, Maybe Calico configure it",NL
kubernetes,"just clearing his concern no.2, yes you have to create multiple ingress in multiple namespaces",NL
kubernetes,service.beta.kubernetes.io/aws-load-balancer-proxy-protocol: '*',CODE
kubernetes,"args: [-c,./price-project, &]",CODE
kubernetes,"I see your cluster ip is 10.101.7.104, from where it took it from, did you configure any DHCP server or assigned to any virtual adapter",NL
kubernetes,@nux The github-provided heapster/influxdb/grafana manifests result in grafana representing the data as bytes,NL_CODE
kubernetes,can you describe the pod?..,NL
kubernetes,Waves or Flannel for example,NL
kubernetes,"Morning all, can anyone chime in with options for deploying k8s on bare metal/vms? I've a cluster of a few nodes which I've been playing around with which I deployed with Kubespray, but I'm wondering what people's thoughts are regarding using Kubespray for a p",NL
kubernetes,when using prometheus-operator?,NL
kubernetes,cpu: 250m,CODE
kubernetes,31s 31s 1 horizontal-pod-autoscaler Normal SuccessfulRescale New size: 30,LOG
kubernetes,use kubeadm..,NL
kubernetes,just delete the pod!,NL
kubernetes,I can access from cluster-1,NL
kubernetes,"stupid questions, but... replica count in statefulset?",NL
kubernetes,you can explicitly grant it permission to bind to named clusterroles as well,NL
kubernetes,https://blog.learnk8s.io/connect-service-kubernetes-7cb346cf2f64,CODE
kubernetes,You are welcome!,NL
kubernetes,start=$(date +%s); while [ $(pgrep -c nginx) -gt 0 -a $(($start + 60)) -gt $(date +%s) ]; do sleep 1; done,CODE
kubernetes,Credentials are admin,NL
kubernetes,i think i had to build my own image,NL
kubernetes,do you have an ingress-controller deployed?,NL
kubernetes,"I need it to be part of the lifecycle, not manual delete. I have a container that stores some data temp. does process and when the script ends, the container stops. When the container stops, I want it to die not restart so I have a fresh container that can start clean. for this use case I don't want to use persistent storage because the temp data that's written doesn't need to be kept.",NL
kubernetes,"Oct 27 00:51:20 kuber-poc-app1 kubelet: W1027 00:51:20.548619 16317 cni.go:196] Unable to update cni config: No networks found in /etc/cni/net.d Oct 27 00:51:20 kuber-poc-app1 kubelet: W1027 00:51:20.550079 16317 cni.go:196] Unable to update cni config: No networks found in /etc/cni/net.d Oct 27 00:51:20 kuber-poc-app1 kubelet: W1027 00:51:20.568281 16317 cni.go:196] Unable to update cni config: No networks found in /etc/cni/net.d Oct 27 00:51:20 kuber-poc-app1 kubelet: I1027 00:51:20.568306 16317 docker_service.go:207] Docker cri networking managed by cni Oct 27 00:51:20 kuber-poc-app1 kubelet: error: failed to run Kubelet: failed to create kubelet: misconfiguration: kubelet cgroup driver: systemd is different from docker cgroup driver: cgroupfs Oct 27 00:51:20 kuber-poc-app1 systemd[1]: kubelet.service: main process exited, code=exited, status=1/FAILURE Oct 27 00:51:20 kuber-poc-app1 systemd[1]: Unit kubelet.service entered failed state. Oct 27 00:51:20 kuber-poc-app1 systemd[1]: kubelet.service failed.",LOG
kubernetes,@roffe great!,NL
kubernetes,I use Ingress like this:,NL
kubernetes,Ok newest theory is that because I cheaped out and used nano machine sizes somehow the installation process causes the machine to not have enough resources to complete successfully. I wont know for sure for another few moments here.. when it works it usually works within about 10 minutes... its been that now.. I am going to leave it overnight as I am off for the day now... and see if its resolved I'm the AM.. I will update that ticket then for those who end up using doctor google.,NL
kubernetes,--client-ca-file=/var/lib/kubernetes/ca.pem,CODE
kubernetes,send notification to mobile and send notification on desktop,NL
kubernetes,"I am reading up on opentracing, it looks like this should be part of ishtio",NL
kubernetes,@pep isn't it the namespace?,NL
kubernetes,"hmmm ok, if this the only resource you can not get or you can not get any",NL
kubernetes,"nfs has its issues, but fuse is scary",NL
kubernetes,command:,CODE
kubernetes,Hi,NL
kubernetes,Ok,NL
kubernetes,because u used backend instead of rules (Single Service Ingress),NL
kubernetes,"@kubevick maybe obvious, but make sure that your image has a /bin/bash - I've used busybox as a base image and made the mistake of assuming it's there when it wasn't...",NL
kubernetes,"depends what you want. if you are fine with manual config of PDs for your pods, that's ok. PVCs are tool to do this automatically",NL
kubernetes,# multi_accept on,CODE
kubernetes,#NAME?,CODE
kubernetes,no =/ that's what i'm working on with the tooling,NL
kubernetes,you two using google cloud ever? have some specific.,NL
kubernetes,"Anyone around to talk detailed RBAC permissions? Specifically, trying to limit admin access to specific namespace prefixes only. This doesn't really seem to be discussed/supported, but I think I can get close using nonResourceURLs and splats (*). Just looking to chat, as I seem to be missing something.",NL
kubernetes,#NAME?,CODE
kubernetes,relevant discussion at https://kubernetes.slack.com/archives/C09NXKJKA/p1508266415000573,NL_CODE
kubernetes,Partition: 0,CODE
kubernetes,http://slack.k8s.io/,CODE
kubernetes,@jpweber yes,NL
kubernetes,"Oh, it worked in default for you, but it won't work in jenkins?",NL
kubernetes,"if I had to guess, I'd say an rbac issue?",NL
kubernetes,"Hi there, I'm having trouble setting up a deployment (on 1.7.x), https://bpaste.net/show/78f4e69bcce5 I get The Deployment foo-test-dpl is invalid: spec.template.metadata.labels: Invalid value: map[string]string{name:foo-test}: selector does not match template labels",NL_CODE
kubernetes,Hi there I need some help,NL
kubernetes,I'm not telling you how to live your life. lol,NL
kubernetes,just delete the pod.,NL
kubernetes,and as I say that it came in.. so never mind that..,NL
kubernetes,would someone mind helping me figure out why this yaml is wrong? It's telling me I'm passing accessModes a string instead of an array: https://pastebin.com/uQ1XKLZM,NL
kubernetes,not quite sure about that,NL
kubernetes,"Without reaper, your pods will stop running but deployment will not restart them.",NL
kubernetes,yes I saw that the other day. Will have a look as well,NL
kubernetes,if we use minikube can we add more nodes,NL
kubernetes,Production-Grade Container Orchestration,CODE
kubernetes,https://github.com/xcarpentier/ex-react-native-i18n,CODE
kubernetes,"Guys can I pass a function as a param in react navigation? Like, this.props.navigation.navigate('settings', { someFunction: this.someFunction.bind(this) } and use that function in the settings screen ? like, this.props.navigation.state.params.someFunction() ?",NL_CODE
kubernetes,Please fix this,NL
kubernetes,"pure JS tends to be an inferior experience for users, despite the developer convenience",NL
kubernetes,"@ryshonza, @814465104 I've only been in this slack for a week or two, abut the amount of people having ios build failed issues with no further info does worry me. Hopefully the Expo people are working on getting more information out of the build process that we can use.",NL
kubernetes,"when expo is managing the signing of apks, what determines which certificate is being used?",NL
kubernetes,thanks will do,NL
kubernetes,"hi, i'm having this weird behaviour where on simulator, the status bar is black text but on the ios device it is white text. i did not customize anything on the status bar. i started the app based on the blank expo project and the only thing i've added is react-navigation. any tips on where to look? i want the text on status bar to remain as black like in the simulator.",NL
kubernetes,"Is it a relatively common thing to get a build succeed but not always include the app icon correctly? I've had a build with all app icons formats as per my icon png except one with was the expo icon, another build with all icons correct and now another with all expo icons and *one* of them is missing.",NL
kubernetes,"hmm, I see. is detaching a reasonable solution?",NL
kubernetes,wow! And what about being a freelancer?,NL
kubernetes,@ccheever I ended up exporting the font to an image and using an animated.image,NL
kubernetes,"Hi! How do you make social media stuff? E.g. Facebook Like button, or sharing to Facebook/Twitter?",NL
kubernetes,my use case would be a react-native camera library that enable some processing of video frames using native code,NL
kubernetes,can you dm me your actual manifest?,NL
kubernetes,Can't do that with the current offerings sadly,NL
kubernetes,"man, was about to test a snippet using the RN method RCTDeleteStorageDirectory() but it's not easy cause all the dependencies.",NL_CODE
kubernetes,And that's it,NL
kubernetes,"Hello everyone, I'm experiencing a really odd bug on a project I'm working on. The react native app (expo sdk version 21.0.0) is a simple webview wrapper that redirects to our web app. When the user is filling out their form, as soon as they click on an input field, the screen scrolls to the top and then gets stuck up there. I'll post a video below that illustrates the bug in detail. The bug is only present through the react native app. If the user visits the url through a web browser the form is fine. The bug is also only present on some devices (works on iphone/blackberry but, broken on Samsung). Any suggestions? Thanks in advance!!!",NL
kubernetes,How do I resolve this error,NL
kubernetes,@keith uploaded a file: Anybody know how to keep a Modal from changing the StatusBar color on Android? and commented: Snack is here: https://snack.expo.io/SyOHfcaxG My goal is to have a modal that shows a menu overlaying the Navbar - I want it to look like the menu is just on top of the view without otherwise changing the appearance.,NL_CODE
kubernetes,hi guys.. good morning,NL
kubernetes,"That's where I get confused, because right now i've got my device off of Wifi, have an unpublished app, and yet can still access it if I have the packager running.",NL
kubernetes,@haveneersrobin hmm do you know what the usual flow is for facebook login and key hashes separate from Expo? like if you were making your own native app?,NL
kubernetes,thank you jeff! It took me a bit to understand that but once i got that i needed the private key to charge rest was straight forward,NL
kubernetes,yarnpkg start --reset-cache ,CODE
kubernetes,Thanks Brent,NL
kubernetes,Sure thing,NL
kubernetes,you need to read jest docs for usage with react native,NL
kubernetes,well i'll be,NL
kubernetes,"no, through the Expo iOS app",NL
kubernetes,pod repo update,NL
kubernetes,Does anyone know how expo signs apks by any chance?,NL
kubernetes,react-native-scripts start 8:33:57 AM: Starting packager... ,CODE
kubernetes,"seems like this is part of the required permissions but i'm not sure why, cc @satya164",NL
kubernetes,"@henleydr commented on @henleydr's file Crash: Using react native debugger, expo, and hot reloading. I can't get rid of this. I can't get past this. Restarted my computer as well. There is no option to get into debugger or turn off hot reloading.",NL
kubernetes,and I was excited about it!!!!,NL
kubernetes,Hi everyone !,NL
kubernetes,"cocoapods is managing both deps, and one can't find the other?",NL
kubernetes,@zolrath are you specifying an icon in your app.json that has transparency?,NL
kubernetes,Still have to mess around with the linking phases and whatnot for dev/prod builds,NL
kubernetes,"Well I'm glad it worked out for you, sometimes the errors are occurring at irregular intervals; not continuous or predictable.",NL
kubernetes,Has anyone used swipeable in expo 22? I just get a module not found,NL
kubernetes,Haha i've definitely done this,NL
kubernetes,"Hi Expo team! Great work on Expo we were able to get our app ready for submission in less than a week! We do however have one issue. We are trying to update the name of our App as it appears on the iOS home screen. I have modified the name in app.json, however upon building a new standalone iOS build and uploading to iTunes connect. As well as modifying the name in iTunes connect. The name will not change. Is there a step we are missing?",NL
kubernetes,can you try signing in again @kolanos?,NL
kubernetes,I'm using Share to text with whatsapp for example ... I would like to know if someone has already implemented it and also with sending images.,NL
kubernetes,"I mean, as the person who recently start with RN/Expo and general",NL
kubernetes,can you close and reopen xde?,NL
kubernetes,exp fetch:ios:certs,CODE
kubernetes,"Hi guys, quick question.... Im having some trouble loading an .obj file, I can load .jpg but not .obj",NL
kubernetes,ok thanks I wiil test these 2 solution,NL
kubernetes,"Hello, The exp cli says that there is a newer version (45.1.0), even after I updated it with npm. Is the reinstall of the package the only option?",NL
kubernetes,"how can I get deep linking working on android? every time the browser redirect the user back to the app, the app is starts over again",NL
kubernetes,"@samy-amar yeah. even if you changed your expo config, the part that tells the native apps which project to load is already decided",NL
kubernetes,"hmm who knows then, maybe I'll try cleaning node module",NL
kubernetes,"Hello! I remember there was some sort of React-Native and Expo components tester app, where a user could see how the components look in action. Could someone send a link to this app? Can't find it anywhere.",NL
kubernetes,@brent looks like there is a serious need to improve location api...,NL
kubernetes,I ran,NL
kubernetes,"that profile is from just opening the example, not touching anything, just letting the map finish load once and then quitting",NL
kubernetes,thanks wli - I'll see if I can try that now,NL
kubernetes,is the EXDynamicMacros.h file generated?,NL
kubernetes,for now can you try downgrading exp to 34.2.0 ?,NL
kubernetes,[*.*],CODE
kubernetes,about 10 min stuck in this position without any bug report or debug log,NL
kubernetes,https://stackoverflow.com/questions/12163240/avaudiorecorder-record-aac-m4a,CODE
kubernetes,"kk, thanks guys.. yeah.. in most of my cases the push notification works fine. I dont mind waiting for the action to happen once the app comes back to fg.. but for the location, i do need inmediate action",NL
kubernetes,"I remember that being an issue, thanks fellas",NL
kubernetes,is that file at the root of your monorepo?,NL
kubernetes,"ilja uploaded a file: Screen Shot 2017-07-01 at 16.24.12.png and commented: Started getting this, I'm not sure this is what started causing it, but I added",NL
kubernetes,"thanks for the reply @ccheever , sorry I didn't make myself clear, I am running it in localhost, trying to run it in my android emulator",NL
kubernetes,"if u scroll down here, there's an example of the aac audio settings.",NL
kubernetes,"@keith shared a file: Issue with components thinking there's a lot more horizontal space than there really is and commented: Wondering if anybody has any ideas on how to troubleshoot this issue. I can't tell if it's React Native, Expo, React Navigation, or GiftedChat. I have a GiftedChat view that I push onto a stack. Every 5th time or so, when I push the view onto the stack, the message bubbles don't wrap when they hit the limit on horizontal space- they just keep going. Didn't see this before I upgraded to Expo 21. When I run the inspector, these components think they have practically infinite horizontal space to expand into.",NL
kubernetes,i am trying to use google login with the code in the docs . i have git the client id too but it always get to catch block .in try it throws an error,NL
kubernetes,it looks like your project uses sdk 15?,NL
kubernetes,The reason why Payments is undefined on iOS is because you didn't add the Payments subspec @burnsieuk,NL
kubernetes,has anyone used AndroidBackButtonBehavior from ex-navigation? I'm a little confused on the implementation,NL
kubernetes,It is possible. But very ugly. And hintcolor breaks when you're on that hidden tab,NL
kubernetes,i think it's 4.6.1,NL
kubernetes,Encountering the following warning in Expo XDE:,NL
kubernetes,"you can't remove it, there's no other way to get back to the main screen on the simulator",NL
kubernetes,hmm... it should be there,NL
kubernetes,yea thanks guys @nesho @drewbie,NL
kubernetes,@jesse,NL
kubernetes,I am getting Invalid Version: undefined when I try to start my project in XDE now. I had already successfully upgraded to sdkv20 and everything ran fine. Today when I opened XDE it asked to update and I did and now I get that error,NL
kubernetes,"ok.. I'll keep digging, thanks for your time!",NL
kubernetes,@danielneal uploaded a file: Screen Shot 2017-10-24 at 15.57.31.png,NL
kubernetes,ok those are right,NL
kubernetes,@satya164 I got it with yarn global exp  Thanks!,NL
kubernetes,I've always done it one SDK version at a time using the blog instructions (e.g. https://blog.expo.io/expo-sdk-v18-0-0-is-now-available-38e62305283). That way I can test after each upgrade and attribute any regressions to a particular SDK version upgrade.,NL_CODE
kubernetes,what is the issue? did you create an issue on github or forum post where you describe it in detail?,NL
kubernetes,"I have the same issue, @bradryan7.",NL
kubernetes,Is Expo FileSystem somehow includes converting video file captured using Camera.recordAsync to Base64?,NL
kubernetes,"stevenconner uploaded a file: Simulator Screen Shot Feb 16, 2017, 1.05.35 PM.png and commented: hello everyone! anyone ever have this issue while trying to get a mapview to render in exponent? i can't seem to get the component to stretch to the bottom of the screen...",NL
kubernetes,is there anyway to use wix/react-native-navigation with ejected expo project?,NL
kubernetes,it's currently implemented that way (in both normal React Native and also Expo) because some devtools require restarting your app to take effect,NL
kubernetes,Hey people,NL
kubernetes,https://github.com/janeasystems/nodejs-mobile-react-native,CODE
kubernetes,"if you want to do push notifications, use REMOTE_NOTIFICATIONS, however they are both actually the same thing right now",NL
kubernetes,yeah you should be able to do that. securestore on android is especially tricky because different versions of androids support different crypto providers (the things that do encryption) and it's much more finicky than other fragmented android APIs because the crypto provider is loaded at runtime so we don't know what it's going to support up front,NL
kubernetes,oh damn gonna try that now @nesho,NL
kubernetes,"interesting, I have no idea how multitasking works on ipads",NL
kubernetes,"Hey guys, just started working with Expo yesterday ! I detached my app today, and was trying to build in Xcode but I can't build Expokit, I keep getting React/RCTDevSettings.h not found...",NL
kubernetes,"You could create some sort of global store object in the top-most component, and then use the React lifecycle methods (componentWIllMount, componentWillUnmount) to modify that global store. Then access that in the components that need it. It's super hacky, but it works. I had to do something like this once.",NL
kubernetes,"I did, same as always. Should I redo it?",NL
kubernetes,"@jonathan sorry about the delay here, i restarted your build. hopefully we won't hit issues with apple's api and you'll be able to build again. if you're still having problems when you're next online, can you ping me?",NL
kubernetes,"@jesse dunno what you mean by later, but it was a week ago I think",NL
kubernetes,"Hey everyone, I'm not able to build a standalone iOS version of our app since I added usesNonExemptEncryption to the config.",NL
kubernetes,Is it detached?,NL
kubernetes,@ben I have changed my apple team id and rebuilt it but it is still building after 20 mins. The build ID is is f17a35cd-df27-4ecb-9919-c5de400308a0. Is it supposed to take that long? https://forums.expo.io/t/build-standalone-ios-app-error/5043/2,NL_CODE
kubernetes,"Hey guys, does any of you have been experience that the expo google sign in works well in the simulator but crashed after I deploy it to the app store",NL
kubernetes,https://docs.expo.io/versions/v15.0.0/guides/up-and-running.html,CODE
kubernetes,bcostabatista shared a file: Untitled,NL
kubernetes,https://www.npmjs.com/package/expo,CODE
kubernetes,seems like a bunch of people are getting failures on exp detach now on SDK 24,NL
kubernetes,Perhaps I forgot to mention that this happens on the standalone app,NL
kubernetes,anybody using PlayFab with expo?,NL
kubernetes,@grzjos it seems like the same problem -- are you making sure your private key is included in your p12?,NL
kubernetes,did you try again?,NL
kubernetes,it says it linked okay if I go through the standard process,NL
kubernetes,you can't ask again,NL
kubernetes,Hello developers! I'm new to here in order to asking for help. I've been waiting for building android apk using exp build:android. It's been 2 hours already and still stuck in build in progress... Is there any method to stop current build or track the error during build? My project seems working pretty well on both android and ios- exp client. Thanks for helping,NL
kubernetes,it dont ready path file sqlite of me,NL
kubernetes,hi all,NL
kubernetes,https://facebook.github.io/react/docs/react-component.html#setstate,CODE
kubernetes,I'm trying to convert existing projects. Running into issues,NL
kubernetes,I'm still using SDK 15,NL
kubernetes,Congrats!,NL
kubernetes,killall node perhaps. Then fix the error in your exp.json / app.json file because that's probably what's causing it,NL
kubernetes,followup from dm: looks like expo doesn't work in iran b/c gov't blocked google,NL
kubernetes,"Hi, I'm new with you",NL
kubernetes,"there's a link to how exactly Apple Pay works in the above link... but basically, apple pay is the thing that authenticates against a user's fingerprint so the user doesn't have to enter the credit card manually",NL
kubernetes,Thank you so much! @brent,NL
kubernetes,why do you need environment variables?,NL
kubernetes,"Hei everyone. Can someone recommend a lib for reading device information, or any other recommendations to distinguish logins from one user from multiple devices?",NL
kubernetes,iOS: There was an error with this build.,NL
kubernetes,Functional components are not the same as PureComponents. A quick google search will provide details,NL
kubernetes,"@seantempesta I just don't have time to play with cljs recently, pretty sad. That works fine, I could transfer both repos to you, and then you could change the names, and deploy to clojars with corresponding names.",NL
kubernetes,Release notes?,NL
kubernetes,Yesssssss,NL
kubernetes,"k, checking logs",NL
kubernetes,@nikki can you take a look at this thread?,NL
kubernetes,"can't remember exact place where this is and not at work computer but if you search your ios and android directories for your app url, change it where you find that",NL
kubernetes,"@brent it seems you can nest .babelrc deeper in your folders and it inherits parent .babelrc, so I can optimize local app only",NL
kubernetes,@h-marvin by build which part of the pipeline do you mean?,NL
kubernetes,"I just started getting this error and I cannot see my App anymore. It started happening when I enabled Hot Reloading with React Native Debugger. Now I can't go back to turn it off. I have tried every protocol and host. It now opens up 2 debugger tabs in Chrome (one working) but I can't see the app at all in the simulator. Everything is latest version. Connection to ...../debugger-proxy?role=client timed out. Are you running node proxy? If you are running on the device, check if you have the right IP address in ABI21_0_0RCTWebSocketExecutor.m",NL_LOG
kubernetes,Okay. I'll give it a shot. Thanks.,NL
kubernetes,> Can we update our app and rebuild of iOS or Android? can you elaborate? i don't understand the question,NL
kubernetes,seems like create-react-app has similar issues https://github.com/facebookincubator/create-react-app/issues/2537,NL_CODE
kubernetes,greweb uploaded a file: the code,NL
kubernetes,@fozzarelo i think you need the expo package after the rename,NL
kubernetes,Hello expo team! I am new to react native. Is it possible to develop offline apps with expo? (noob question),NL
kubernetes,"I can't seem to figure how to go about importing @expo/vector-icons, I have it npm installed using npm install --save-dev @expo/vector-icons, reset all caches and finally have the following code in one of my .cljs files:",NL_CODE
kubernetes,Clever,NL
kubernetes,I ended up using https://github.com/joonhocho/react-native-linkedin-sdk and it works like magic!,NL_CODE
kubernetes,we use ace editor for snack,NL
kubernetes,"ok, the warning has gone away",NL
kubernetes,"I am yes, so a little bit more info, this is a basic version of my component;",NL
kubernetes,"yup, they will work and will say your app name / icon and not expo",NL
kubernetes,my app works on simulator but crashing on phone / prod: https://exp.host/@elie/draft-fantasy-exponent-react-native-staging,NL_CODE
kubernetes,Yeah its easier to just revoke them haha,NL
kubernetes,@nikki did you make that ball shooting thing?,NL
kubernetes,hey!,NL
kubernetes,come back to RN has me like... what's the proper way to define defaultProps now?,NL
kubernetes,this will resolve your problem,NL
kubernetes,"Hi all, is it possible to choose Not to load images from assets cdn? my app is take too long to load images and sometime doesn't even load, even when users have internet connection",NL
kubernetes,"'SecureStore API is having issues with Xiaomi Redmi Note 3 (Android version 5.1.1). I'm getting Could not encrypt the value for SecureStore. Verified with a Samsung device with the same OS version, it works fine. Plz help. Thanks.",NL
kubernetes,anyone ever seen this message from itunes when testing ?,NL
kubernetes,that's a good point. I'll publish it as an expo app and try it out.,NL
kubernetes,Have you guys seen this Could not encrypt the value for SecureStore on android 4.4.4 ?,NL
kubernetes,just google changing app permissions ios and you'll have your answer,NL
kubernetes,Button is react-native component default.,NL
kubernetes,This message is shown when the tunnel can't be opened for some reason. Possible reasons include limited internet connectivity (are you connected to internet?) or sometimes problems with the 3rd party provider that hosts the tunnel service.,NL
kubernetes,https://d1wp6m56sqw74a.cloudfront.net/%40nodevember%2Fapp%2F1.0.4%2Fbb5bc85384b15d9c357bad89a4aee3e6-23.0.0-ios.js,CODE
kubernetes,"hi, are there anyway to know if the user has facebook login already in expo?",NL
kubernetes,Interesting...,NL
kubernetes,Try an arrow function like this,NL
kubernetes,thx,NL
kubernetes,upload the build and wait for itunes to finish processing it and see if the icon switches at that point,NL
kubernetes,"yeah maybe i misread, i thought he meant programmatically @matthewchung74",NL
kubernetes,Start messing with snack @phuochoit,NL
kubernetes,seems like a bug? wanna send a pr to expo-sdk to not run any custom resolving logic for local uri?,NL
kubernetes,what do you mean by dev build?,NL
kubernetes,I'm getting this error Cannot find module '/Users/corybuckley/Documents/Expo/mdl/expo/tools/LogReporter' Halp! plz,NL_LOG
kubernetes,as far as i know that's not possible,NL
kubernetes,what's AR here,NL
kubernetes,react navigation is the facto navigation solution now,NL
kubernetes,"Hey all! Has anyone successfully disabled the default Android permission asks (there are 4 of them). My app doesn't use any of them, and asking would deter usage. I've tried: android: { permissions: [], }, - but that gives me an Unfortunately, [appname] has stopped after loading my standalone app.",NL_LOG
kubernetes,Cool thanks @satya164,NL
kubernetes,animations Documentation is cool!,NL
kubernetes,or do i..,NL
kubernetes,exp login -u username -p password,CODE
kubernetes,@drewh commented on @tek's file Screenshot_20171021-104504.jpg: It's sortable list component,NL
kubernetes,nesho uploaded a file: Untitled,NL
kubernetes,@andrewmin hi! can you tell me the most recent time you hit this issue? sorry for dropping the ball here,NL
kubernetes,@xavier_carpentier i have been meaning to but haven't had a chance,NL
kubernetes,it's questionable on ios even in native code,NL
kubernetes,"yea, i'm doing that for now",NL
kubernetes,No way!! Will do it now. (My first android app -> silly question) Thanks @brent,NL
kubernetes,@jesse set the channel topic: Limited support on 12/25 and 12/31 to 1/1! Please post in the forums first if you have a question or a problem! Include an example with https://snack.expo.io Forums: https://forums.expo.io Feature Requests: https://expo-pls.xyz,NL_CODE
kubernetes,"Hi group , i come with another RN Expo question, i have a detached expo app, currently working on Android side, my question is: is there anyway to generate an APK that can work offline, like standalone app, i want to generate a potable APK, but it seems it depends on Expo.",NL
kubernetes,"When the app loads, I just want to display our icon. This looks like it'll do https://docs.expo.io/versions/latest/guides/configuration.html#loading How is this different to the splash screen?",NL_CODE
kubernetes,Again I'm getting the same issue. This time build id - f9221051-6a01-4942-b1d4-818da20af5d1,NL
kubernetes,i resolved this by unpublishing the other app and republishing with the new APK,NL
kubernetes,Hi guys i have a question with props. if I send a object to child by props. I send a memory path or a clone of my object?,NL
kubernetes,hi expo folks! I cannot seem to get react-native-camera working in Expo. I get the following error: undefined is not an object (evaluating 'CameraManager.Aspect') The error originates on line 62 of react-native-camera index.js which is calling NativeModules.CameraManager. Does this have something to do with expo not having access to some native apis?,NL_LOG
kubernetes,I thought that only worked for apps within expo's platform,NL
kubernetes,"you can't update yet, it's not released",NL
kubernetes,"sure thing, I just love the coffee here",NL
kubernetes,hi guys.. do you know tell me if i need send apk again for playstore if i change my google apikey in app.json ?,NL
kubernetes,@drewbie I think that's good! cc @brent,NL
kubernetes,"How do I debug a broken tunnel? I can only use the LAN url after the most recent update. I've tried to logout and login again, also tried running exp start -c but it doesn't help.",NL_CODE
kubernetes,"@bbrostoff you're right, thanks! It actually just flew through review!",NL
kubernetes,@nikki We use Boot as our build system for our web app and really want to use it for ReactNative app but haven't gotten it to work yet. I'll try your new template again soon and report back.,NL
kubernetes,"Heads up regarding the exponent-cljs-template. - Renamed all references from Exponent -> Expo (template is now expo-cljs-template) - Upgraded Expo to 17.0.0 - Upgraded all Reagent dependencies to their latest versions (including Clojure/Clojurescript/Figwheel/Re-Frame/etc.) It seems like some stuff broke in the process (especially regarding boot, references to @tiensonqin's cljs-exponent library (as React Native deprecated Navigator references), but I'm going to slowly try to work through all of the problems. Please file issues and if you can help out I'd really appreciate it. I've only worked with Reagent and Leiningen, so I'm guessing I've got a steep learning curve ahead of me.  https://github.com/seantempesta/expo-cljs-template/ PS. If you aren't happy and want to use the older version, the old lein template is still around. Just use lein new exponent <project-name> to get it.",NL_CODE
kubernetes,"@mo.rajbi - strange, would be nice if you could have given us more info",NL
kubernetes,what happens when you run adb devices?,NL
kubernetes,"hi guys, I'm a little bit worried, how expo is making money? I'm worried of using a [great] tool that could cease to exist at any day",NL
kubernetes,https://reactnavigation.org/docs/guides/linking#URI-Prefix,CODE
kubernetes,do you really need to use absolute?,NL
kubernetes,Thanks @peter. Is there a reference to version of React to use for each version of expo sdk?,NL
kubernetes,"@adamjnav Not at all man.. I am probably coming out as the annoying person who asks too much and you guys have to deal with my issues, and I highly appreciate that.. hopefully I will be able to help back as well in the future.. I'm trying to implement the exponent push notification server using node.. so the first thing I have to do is yarn add exponent-server-sdk... and when I do that I get No lockfile found.. TypeError: Cannot read property 'name' of null.",NL_LOG
kubernetes,"hey @info so from the logs i can see with your request id, when fetching push certs, it fails with 'Could not find app with bundle id'. Can you check that the bundle id on your push certificate (you can verify this on the apple developer website) matches the bundle id that you have in app.json?",NL
kubernetes, $(SRCROOT)/../../../ios/Pods/Headers/Public/,CODE
kubernetes,Hey @ccheever one last query Can I use back-end only as node server or php serve will serve good as well?,NL
kubernetes,actually we're completely removing the button soon,NL
kubernetes,"@turadg an .ipa file is what you upload to apple, did you have problems with it?",NL
